Handle,Command,Title,Body HTML,Tags,SEO Title,SEO Description,Metafield: custom.material [single_line_text_field],Metafield: custom.nominal_size [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.finish [single_line_text_field],Metafield: custom.color_family [single_line_text_field],Metafield: custom.units_per_box [number_integer],Metafield: custom.sqft_per_box [number_decimal],Metafield: custom.thickness_in [number_decimal],Metafield: custom.price_per_sqft [number_decimal],Metafield: custom.price_unit [single_line_text_field],Metafield: custom.source_sku [single_line_text_field]
modni-emery-honed-marble-mosaic-tile-in-warm-blend,UPDATE,"Modni Emery Matte Marble in Warm Blend 13 5/8"" x 13 5/8"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 13 5/8"" x 13 5/8""</li><li><strong>Finish</strong> — Matte</li><li><strong>Coverage</strong> — 12.89 sq ft per box (13 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Matte","Modni Emery Matte Marble in Warm Blend 13 5/8"" x 13 5/8"" Mosaic","Modni Emery Matte Marble in Warm Blend 13 5/8"" x 13 5/8"" Mosaic. Natural marble sold by the box, $34.99 per sq ft. Samples available. Ships across the continental US.",Marble,"13 5/8"" x 13 5/8""",,Matte,,13,12.89,0.375,34.99,sq ft,MOEMMARMOS239797
modni-jett-honed-marble-mosaic-tile-in-warm-blend,UPDATE,"Modni Jett Matte Marble in Warm Blend 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Coverage</strong> — 10.1 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Matte","Modni Jett Matte Marble in Warm Blend 12"" x 12"" Mosaic","Modni Jett Matte Marble in Warm Blend 12"" x 12"" Mosaic. Natural marble sold by the box, $34.99 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,Matte,,10,10.1,0.375,34.99,sq ft,MOJEMARMOS773301
modni-lennox-honed-marble-mosaic-tile-in-warm-blend,UPDATE,"Modni Lennox Matte Marble in Warm Blend 16"" x 16"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 16"" x 16""</li><li><strong>Finish</strong> — Matte</li><li><strong>Coverage</strong> — 8.85 sq ft per box (9 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Matte","Modni Lennox Matte Marble in Warm Blend 16"" x 16"" Mosaic","Modni Lennox Matte Marble in Warm Blend 16"" x 16"" Mosaic. Natural marble sold by the box, $34.99 per sq ft. Samples available. Ships across the continental US.",Marble,"16"" x 16""",,Matte,,9,8.85,0.375,34.99,sq ft,MOLEMARMOS798005
modni-monroe-honed-marble-mosaic-tile-in-warm-blend,UPDATE,"Modni Monroe Matte Marble in Warm Blend 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Square</li><li><strong>Coverage</strong> — 10.1 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Square, Matte","Modni Monroe Matte Marble in Warm Blend 12"" x 12"" Mosaic","Modni Monroe Matte Marble in Warm Blend 12"" x 12"" Mosaic. Natural marble sold by the box, $34.99 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Square,Matte,,10,10.1,0.375,34.99,sq ft,MOMOMARMOS534709
tndgrytil1220,UPDATE,Tundra Gray Marble Versailles &Chiseled Tile — Brushed,"<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Finish</strong> — Brushed</li><li><strong>Pattern</strong> — Versailles</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 16.0 sq ft per box (16 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Wall, Grey, Versailles, Brushed",Tundra Gray Marble Versailles &Chiseled Tile — Brushed,"Tundra Gray Marble Versailles &Chiseled Tile — Brushed. Natural marble sold by the box, $9.00 per sq ft. Samples available. Ships across the continental US.",Marble,,Versailles,Brushed,Grey,16,16.0,0.375,9.00,sq ft,TUGRMARVER575009
nero-marquina-dots-12x12-mosaic-tile,UPDATE,"Rockart Nero Marquina Black Marble Dots 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Colour family</strong> — Black</li><li><strong>Coverage</strong> — 10.76 sq ft per box (11 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Black","Rockart Nero Marquina Black Marble Dots 12"" x 12"" Mosaic","Rockart Nero Marquina Black Marble Dots 12"" x 12"" Mosaic. Natural marble sold by the box, $13.80 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,,Black,11,10.76,0.375,13.80,sq ft,NEMAMARMOS673845
carrara-white-tumbled-jade-pebble-mosaic-12-x-12,UPDATE,"Carrara White Tumbled Jade Pebble 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Tumbled</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 5.0 sq ft per box (5 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Tumbled","Carrara White Tumbled Jade Pebble 12"" x 12"" Mosaic","Carrara White Tumbled Jade Pebble 12"" x 12"" Mosaic. Natural marble sold by the box, $11.02 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,Tumbled,White,5,5.0,0.375,11.02,sq ft,CAWHMARMOS029685
lymra-capri-limestone-tile-18-x-36-1-2-honed-tile,UPDATE,"Lymra White Beige Limestone 1/2 Matte 18"" x 36"" Tile","<p>A natural limestone, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Limestone</li><li><strong>Nominal size</strong> — 18"" x 36""</li><li><strong>Finish</strong> — Matte</li><li><strong>Colour family</strong> — Beige</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Limestone, Floor & Wall Tile, Natural Stone, Floor, Wall, Beige, Matte, Large Format","Lymra White Beige Limestone 1/2 Matte 18"" x 36"" Tile","Lymra White Beige Limestone 1/2 Matte 18"" x 36"" Tile. Natural limestone sold by the piece, $52.65 per piece. Samples available. Ships across the continental US.",Limestone,"18"" x 36""",,Matte,Beige,1,,0.375,52.65,piece,LYMRATIL1836H
moonwalk-w-grey-dot-marble-polished-floor-and-wall-mosaic,UPDATE,"Serene Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 11 3/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Polished","Serene Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","Serene Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished. Natural marble sold by the box, $24.92 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 11 3/4""",,Polished,Grey,8,7.68,0.375,24.92,sq ft,SEGRMARMOS544693
moonwalk-w-blue-dot-marble-polished-floor-and-wall-mosaic,UPDATE,"Serene Blue Dot Marble Waterjet 11 3/4"" x 11 3/4"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 11 3/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Polished","Serene Blue Dot Marble Waterjet 11 3/4"" x 11 3/4"" Mosaic — Polished","Serene Blue Dot Marble Waterjet 11 3/4"" x 11 3/4"" Mosaic — Polished. Natural marble sold by the box, $24.92 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 11 3/4""",,Polished,White,8,7.68,0.375,24.92,sq ft,SEBLMARMOS297205
oyster-travertine-molding-2-x-12-honed-og-1-single-step-chair-rail-trim,UPDATE,"Oyster Travertine Matte Single-step Chair Rail Trim 2"" x 12""","<p>A natural travertine, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Travertine</li><li><strong>Nominal size</strong> — 2"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Colour family</strong> — Beige</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Travertine, Trim, Natural Stone, Wall, Beige, Matte","Oyster Travertine Matte Single-step Chair Rail Trim 2"" x 12""","Oyster Travertine Matte Single-step Chair Rail Trim 2"" x 12"". Natural travertine sold by the piece, $99.00 per piece. Samples available. Ships across the continental US.",Travertine,"2"" x 12""",,Matte,Beige,1,,0.75,99.00,piece,OYTRTRATRI756469
alice-precious-bianco-11-5-x-12-waterjet-mosaic,UPDATE,"Alice Precious Bianco Waterjet 11 1/2"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 1/2"" x 12""</li><li><strong>Pattern</strong> — Arabesque</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.62 sq ft per box (9 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Arabesque","Alice Precious Bianco Waterjet 11 1/2"" x 12"" Mosaic","Alice Precious Bianco Waterjet 11 1/2"" x 12"" Mosaic. Natural marble sold by the box, $111.18 per sq ft. Samples available. Ships across the continental US.",Marble,"11 1/2"" x 12""",Arabesque,,White,9,8.62,0.375,111.18,sq ft,ALPRMARMOS816437
checkerboard-bianco-dolomite-carrara-white-12x12-honed-tile,UPDATE,"Checkerboard Bianco Dolomite & Carrara White Matte 12"" x 12"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Matte","Checkerboard Bianco Dolomite & Carrara White Matte 12"" x 12"" Tile","Checkerboard Bianco Dolomite & Carrara White Matte 12"" x 12"" Tile. Natural marble sold by the box, $17.21 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Matte,White,10,10.0,0.375,17.21,sq ft,CHBIMARTIL702965
octave-patio-black-marble-polished-floor-and-wall-mosaic,UPDATE,"Sunflowers Black Marble 13 5/8"" x 13 5/8"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 13 5/8"" x 13 5/8""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 10.32 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Polished","Sunflowers Black Marble 13 5/8"" x 13 5/8"" Mosaic — Polished","Sunflowers Black Marble 13 5/8"" x 13 5/8"" Mosaic — Polished. Natural marble sold by the box, $20.78 per sq ft. Samples available. Ships across the continental US.",Marble,"13 5/8"" x 13 5/8""",,Polished,Grey,10,10.32,0.375,20.78,sq ft,SUBLMARMOS093749
octave-patio-blue-marble-polished-floor-and-wall-mosaic,UPDATE,"Sunflowers Blue Marble 13 5/8"" x 13 5/8"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 13 5/8"" x 13 5/8""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 10.32 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Polished","Sunflowers Blue Marble 13 5/8"" x 13 5/8"" Mosaic — Polished","Sunflowers Blue Marble 13 5/8"" x 13 5/8"" Mosaic — Polished. Natural marble sold by the box, $20.78 per sq ft. Samples available. Ships across the continental US.",Marble,"13 5/8"" x 13 5/8""",,Polished,Grey,10,10.32,0.375,20.78,sq ft,SUBLMARMOS090293
checkerboard-with-carrara-and-verdi-alpi-marble,UPDATE,"Checkerboard with Carrara and Empress Green Verde Alpi Marble 12"" x 12"" Tile — Matte","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Matte","Checkerboard with Carrara and Empress Green Verde Alpi Marble 12"" x 12","Checkerboard with Carrara and Empress Green Verde Alpi Marble 12"" x 12"" Tile — Matte. Natural marble sold by the box, $12.82 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Matte,White,10,10.0,0.375,12.82,sq ft,CHWIMARTIL934709
octave-canvas-grey-marble-polished-floor-and-wall-mosaic,UPDATE,"Highland Grey Marble 12"" x 12"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Polished","Highland Grey Marble 12"" x 12"" Mosaic — Polished","Highland Grey Marble 12"" x 12"" Mosaic — Polished. Natural marble sold by the box, $20.72 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,Polished,Grey,8,7.68,0.375,20.72,sq ft,HIGRMARMOS459957
octave-canvas-white-marble-polished-floor-and-wall-mosaic,UPDATE,"Highland White Marble 12"" x 12"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Polished","Highland White Marble 12"" x 12"" Mosaic — Polished","Highland White Marble 12"" x 12"" Mosaic — Polished. Natural marble sold by the box, $20.72 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,Polished,White,8,7.68,0.375,20.72,sq ft,HIWHMARMOS473461
checkerboard-carrara-white-bardiglio-imperiale-marble-tile,UPDATE,"Checkerboard - Carrara White & Bardiglio Imperiale Marble Polished 12"" x 12"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 2.0 sq ft per box (2 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Polished","Checkerboard - Carrara White & Bardiglio Imperiale Marble Polished 12""","Checkerboard - Carrara White & Bardiglio Imperiale Marble Polished 12"" x 12"" Tile. Natural marble sold by the box, $13.90 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Polished,White,2,2.0,0.375,13.90,sq ft,CHCAMARTIL836085
chevron-blue-8-x-12-mosaic-tile,UPDATE,"Chevron Blue 8"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 8"" x 12""</li><li><strong>Pattern</strong> — Chevron</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 7.34 sq ft per box (7 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Blue, Chevron","Chevron Blue 8"" x 12"" Mosaic","Chevron Blue 8"" x 12"" Mosaic. Natural marble sold by the box, $35.77 per sq ft. Samples available. Ships across the continental US.",Marble,"8"" x 12""",Chevron,,Blue,7,7.34,0.375,35.77,sq ft,CHBLMARMOS562805
checkerboard-with-carrara-and-rojo-alicante-marble,UPDATE,"Checkerboard with Carrara and Rojo Alicante Marble 12"" x 12"" Tile — Matte","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Matte","Checkerboard with Carrara and Rojo Alicante Marble 12"" x 12"" Tile — Ma","Checkerboard with Carrara and Rojo Alicante Marble 12"" x 12"" Tile — Matte. Natural marble sold by the box, $16.95 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Matte,White,10,10.0,0.375,16.95,sq ft,CHWIMARTIL985589
carwhtmos1347,UPDATE,"Carrara Blue Grey White Marble Fish Scale 12"" x 12"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Polished","Carrara Blue Grey White Marble Fish Scale 12"" x 12"" Mosaic — Polished","Carrara Blue Grey White Marble Fish Scale 12"" x 12"" Mosaic — Polished. Natural marble sold by the box, $19.62 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",,Polished,White,8,8.0,0.375,19.62,sq ft,CAITMARMOS108641
athena-gold-chevron-pattern-honed-mosaic-tile,UPDATE,"Athena Gold Chevron Pattern Matte 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Chevron</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Chevron, Matte","Athena Gold Chevron Pattern Matte 12"" x 12"" Mosaic","Athena Gold Chevron Pattern Matte 12"" x 12"" Mosaic. Natural marble sold by the box, $29.56 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Chevron,Matte,White,10,10.0,0.375,29.56,sq ft,ATGOMARMOS334389
micro-basketweave-blue-dot-marble-polished-mosaic,UPDATE,"Microweave & Blue Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 11 3/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Basketweave</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Basketweave, Polished","Microweave & Blue Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","Microweave & Blue Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished. Natural marble sold by the box, $24.17 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 11 3/4""",Basketweave,Polished,Grey,8,7.68,0.375,24.17,sq ft,MIBLMARMOS154613
checkers-with-emperador-dark-tundra-gray-12x12-polished-tile,UPDATE,"Checkerboard Emperador Dark & Tundra Gray Polished 12"" x 12"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — Brown</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Brown, Checkerboard, Polished","Checkerboard Emperador Dark & Tundra Gray Polished 12"" x 12"" Tile","Checkerboard Emperador Dark & Tundra Gray Polished 12"" x 12"" Tile. Natural marble sold by the box, $13.16 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Polished,Brown,10,10.0,0.375,13.16,sq ft,CHEMMARTIL445749
